URI	code	Label (English)	Label (French)
http://id.loc.gov/vocabulary/iso639-1/aa	aa	Afar	afar
http://id.loc.gov/vocabulary/iso639-1/ab	ab	Abkhazian	abkhaze
http://id.loc.gov/vocabulary/iso639-1/ae	ae	Avestan	avestique
http://id.loc.gov/vocabulary/iso639-1/af	af	Afrikaans	afrikaans
http://id.loc.gov/vocabulary/iso639-1/ak	ak	Akan	akan
http://id.loc.gov/vocabulary/iso639-1/am	am	Amharic	amharique
http://id.loc.gov/vocabulary/iso639-1/an	an	Aragonese	aragonais
http://id.loc.gov/vocabulary/iso639-1/ar	ar	Arabic	arabe
http://id.loc.gov/vocabulary/iso639-1/as	as	Assamese	assamais
http://id.loc.gov/vocabulary/iso639-1/av	av	Avaric	avar
http://id.loc.gov/vocabulary/iso639-1/ay	ay	Aymara	aymara
http://id.loc.gov/vocabulary/iso639-1/az	az	Azerbaijani	azéri
http://id.loc.gov/vocabulary/iso639-1/ba	ba	Bashkir	bachkir
http://id.loc.gov/vocabulary/iso639-1/be	be	Belarusian	biélorusse
http://id.loc.gov/vocabulary/iso639-1/bg	bg	Bulgarian	bulgare
http://id.loc.gov/vocabulary/iso639-1/bh	bh	Bihari languages	langues biharis
http://id.loc.gov/vocabulary/iso639-1/bi	bi	Bislama	bichlamar
http://id.loc.gov/vocabulary/iso639-1/bm	bm	Bambara	bambara
http://id.loc.gov/vocabulary/iso639-1/bn	bn	Bengali	bengali
http://id.loc.gov/vocabulary/iso639-1/bo	bo	Tibetan	tibétain
http://id.loc.gov/vocabulary/iso639-1/br	br	Breton	breton
http://id.loc.gov/vocabulary/iso639-1/bs	bs	Bosnian	bosniaque
http://id.loc.gov/vocabulary/iso639-1/ca	ca	Catalan |  Valencian	catalan |  valencien
http://id.loc.gov/vocabulary/iso639-1/ce	ce	Chechen	tchétchène
http://id.loc.gov/vocabulary/iso639-1/ch	ch	Chamorro	chamorro
http://id.loc.gov/vocabulary/iso639-1/co	co	Corsican	corse
http://id.loc.gov/vocabulary/iso639-1/cr	cr	Cree	cree
http://id.loc.gov/vocabulary/iso639-1/cs	cs	Czech	tchèque
http://id.loc.gov/vocabulary/iso639-1/cu	cu	Church Slavic |  Old Slavonic |  Church Slavonic |  Old Bulgarian |  Old Church Slavonic	slavon d'église |  vieux slave |  slavon liturgique |  vieux bulgare
http://id.loc.gov/vocabulary/iso639-1/cv	cv	Chuvash	tchouvache
http://id.loc.gov/vocabulary/iso639-1/cy	cy	Welsh	gallois
http://id.loc.gov/vocabulary/iso639-1/da	da	Danish	danois
http://id.loc.gov/vocabulary/iso639-1/de	de	German	allemand
http://id.loc.gov/vocabulary/iso639-1/dv	dv	Divehi |  Dhivehi |  Maldivian	maldivien
http://id.loc.gov/vocabulary/iso639-1/dz	dz	Dzongkha	dzongkha
http://id.loc.gov/vocabulary/iso639-1/ee	ee	Ewe	éwé
http://id.loc.gov/vocabulary/iso639-1/el	el	Greek, Modern (1453-)	grec moderne (après 1453)
http://id.loc.gov/vocabulary/iso639-1/en	en	English	anglais
http://id.loc.gov/vocabulary/iso639-1/eo	eo	Esperanto	espéranto
http://id.loc.gov/vocabulary/iso639-1/es	es	Spanish |  Castilian	espagnol |  castillan
http://id.loc.gov/vocabulary/iso639-1/et	et	Estonian	estonien
http://id.loc.gov/vocabulary/iso639-1/eu	eu	Basque	basque
http://id.loc.gov/vocabulary/iso639-1/fa	fa	Persian	persan
http://id.loc.gov/vocabulary/iso639-1/ff	ff	Fulah	peul
http://id.loc.gov/vocabulary/iso639-1/fi	fi	Finnish	finnois
http://id.loc.gov/vocabulary/iso639-1/fj	fj	Fijian	fidjien
http://id.loc.gov/vocabulary/iso639-1/fo	fo	Faroese	féroïen
http://id.loc.gov/vocabulary/iso639-1/fr	fr	French	français
http://id.loc.gov/vocabulary/iso639-1/fy	fy	Western Frisian	frison occidental
http://id.loc.gov/vocabulary/iso639-1/ga	ga	Irish	irlandais
http://id.loc.gov/vocabulary/iso639-1/gd	gd	Gaelic |  Scottish Gaelic	gaélique |  gaélique écossais
http://id.loc.gov/vocabulary/iso639-1/gl	gl	Galician	galicien
http://id.loc.gov/vocabulary/iso639-1/gn	gn	Guarani	guarani
http://id.loc.gov/vocabulary/iso639-1/gu	gu	Gujarati	goudjrati
http://id.loc.gov/vocabulary/iso639-1/gv	gv	Manx	manx |  mannois
http://id.loc.gov/vocabulary/iso639-1/ha	ha	Hausa	haoussa
http://id.loc.gov/vocabulary/iso639-1/he	he	Hebrew	hébreu
http://id.loc.gov/vocabulary/iso639-1/hi	hi	Hindi	hindi
http://id.loc.gov/vocabulary/iso639-1/ho	ho	Hiri Motu	hiri motu
http://id.loc.gov/vocabulary/iso639-1/hr	hr	Croatian	croate
http://id.loc.gov/vocabulary/iso639-1/ht	ht	Haitian |  Haitian Creole	haïtien |  créole haïtien
http://id.loc.gov/vocabulary/iso639-1/hu	hu	Hungarian	hongrois
http://id.loc.gov/vocabulary/iso639-1/hy	hy	Armenian	arménien
http://id.loc.gov/vocabulary/iso639-1/hz	hz	Herero	herero
http://id.loc.gov/vocabulary/iso639-1/ia	ia	Interlingua (International Auxiliary Language Association)	interlingua (langue auxiliaire internationale)
http://id.loc.gov/vocabulary/iso639-1/id	id	Indonesian	indonésien
http://id.loc.gov/vocabulary/iso639-1/ie	ie	Interlingue |  Occidental	interlingue
http://id.loc.gov/vocabulary/iso639-1/ig	ig	Igbo	igbo
http://id.loc.gov/vocabulary/iso639-1/ii	ii	Sichuan Yi |  Nuosu	yi de Sichuan
http://id.loc.gov/vocabulary/iso639-1/ik	ik	Inupiaq	inupiaq
http://id.loc.gov/vocabulary/iso639-1/io	io	Ido	ido
http://id.loc.gov/vocabulary/iso639-1/is	is	Icelandic	islandais
http://id.loc.gov/vocabulary/iso639-1/it	it	Italian	italien
http://id.loc.gov/vocabulary/iso639-1/iu	iu	Inuktitut	inuktitut
http://id.loc.gov/vocabulary/iso639-1/ja	ja	Japanese	japonais
http://id.loc.gov/vocabulary/iso639-1/jv	jv	Javanese	javanais
http://id.loc.gov/vocabulary/iso639-1/ka	ka	Georgian	géorgien
http://id.loc.gov/vocabulary/iso639-1/kg	kg	Kongo	kongo
http://id.loc.gov/vocabulary/iso639-1/ki	ki	Kikuyu |  Gikuyu	kikuyu
http://id.loc.gov/vocabulary/iso639-1/kj	kj	Kuanyama |  Kwanyama	kuanyama |  kwanyama
http://id.loc.gov/vocabulary/iso639-1/kk	kk	Kazakh	kazakh
http://id.loc.gov/vocabulary/iso639-1/kl	kl	Kalaallisut |  Greenlandic	groenlandais
http://id.loc.gov/vocabulary/iso639-1/km	km	Central Khmer	khmer central
http://id.loc.gov/vocabulary/iso639-1/kn	kn	Kannada	kannada
http://id.loc.gov/vocabulary/iso639-1/ko	ko	Korean	coréen
http://id.loc.gov/vocabulary/iso639-1/kr	kr	Kanuri	kanouri
http://id.loc.gov/vocabulary/iso639-1/ks	ks	Kashmiri	kashmiri
http://id.loc.gov/vocabulary/iso639-1/ku	ku	Kurdish	kurde
http://id.loc.gov/vocabulary/iso639-1/kv	kv	Komi	kom
http://id.loc.gov/vocabulary/iso639-1/kw	kw	Cornish	cornique
http://id.loc.gov/vocabulary/iso639-1/ky	ky	Kirghiz |  Kyrgyz	kirghiz
http://id.loc.gov/vocabulary/iso639-1/la	la	Latin	latin
http://id.loc.gov/vocabulary/iso639-1/lb	lb	Luxembourgish |  Letzeburgesch	luxembourgeois
http://id.loc.gov/vocabulary/iso639-1/lg	lg	Ganda	ganda
http://id.loc.gov/vocabulary/iso639-1/li	li	Limburgan |  Limburger |  Limburgish	limbourgeois
http://id.loc.gov/vocabulary/iso639-1/ln	ln	Lingala	lingala
http://id.loc.gov/vocabulary/iso639-1/lo	lo	Lao	lao
http://id.loc.gov/vocabulary/iso639-1/lt	lt	Lithuanian	lituanien
http://id.loc.gov/vocabulary/iso639-1/lu	lu	Luba-Katanga	luba-katanga
http://id.loc.gov/vocabulary/iso639-1/lv	lv	Latvian	letton
http://id.loc.gov/vocabulary/iso639-1/mg	mg	Malagasy	malgache
http://id.loc.gov/vocabulary/iso639-1/mh	mh	Marshallese	marshall
http://id.loc.gov/vocabulary/iso639-1/mi	mi	Maori	maori
http://id.loc.gov/vocabulary/iso639-1/mk	mk	Macedonian	macédonien
http://id.loc.gov/vocabulary/iso639-1/ml	ml	Malayalam	malayalam
http://id.loc.gov/vocabulary/iso639-1/mn	mn	Mongolian	mongol
http://id.loc.gov/vocabulary/iso639-1/mr	mr	Marathi	marathe
http://id.loc.gov/vocabulary/iso639-1/ms	ms	Malay	malais
http://id.loc.gov/vocabulary/iso639-1/mt	mt	Maltese	maltais
http://id.loc.gov/vocabulary/iso639-1/my	my	Burmese	birman
http://id.loc.gov/vocabulary/iso639-1/na	na	Nauru	nauruan
http://id.loc.gov/vocabulary/iso639-1/nb	nb	Bokmål, Norwegian |  Norwegian Bokmål	norvégien bokmål
http://id.loc.gov/vocabulary/iso639-1/nd	nd	Ndebele, North |  North Ndebele	ndébélé du Nord
http://id.loc.gov/vocabulary/iso639-1/ne	ne	Nepali	népalais
http://id.loc.gov/vocabulary/iso639-1/ng	ng	Ndonga	ndonga
http://id.loc.gov/vocabulary/iso639-1/nl	nl	Dutch |  Flemish	néerlandais |  flamand
http://id.loc.gov/vocabulary/iso639-1/nn	nn	Norwegian Nynorsk |  Nynorsk, Norwegian	norvégien nynorsk |  nynorsk, norvégien
http://id.loc.gov/vocabulary/iso639-1/no	no	Norwegian	norvégien
http://id.loc.gov/vocabulary/iso639-1/nr	nr	Ndebele, South |  South Ndebele	ndébélé du Sud
http://id.loc.gov/vocabulary/iso639-1/nv	nv	Navajo |  Navaho	navaho
http://id.loc.gov/vocabulary/iso639-1/ny	ny	Chichewa |  Chewa |  Nyanja	chichewa |  chewa |  nyanja
http://id.loc.gov/vocabulary/iso639-1/oc	oc	Occitan (post 1500)	occitan (après 1500)
http://id.loc.gov/vocabulary/iso639-1/oj	oj	Ojibwa	ojibwa
http://id.loc.gov/vocabulary/iso639-1/om	om	Oromo	galla
http://id.loc.gov/vocabulary/iso639-1/or	or	Oriya	oriya
http://id.loc.gov/vocabulary/iso639-1/os	os	Ossetian |  Ossetic	ossète
http://id.loc.gov/vocabulary/iso639-1/pa	pa	Panjabi |  Punjabi	pendjabi
http://id.loc.gov/vocabulary/iso639-1/pi	pi	Pali	pali
http://id.loc.gov/vocabulary/iso639-1/pl	pl	Polish	polonais
http://id.loc.gov/vocabulary/iso639-1/ps	ps	Pushto |  Pashto	pachto
http://id.loc.gov/vocabulary/iso639-1/pt	pt	Portuguese	portugais
http://id.loc.gov/vocabulary/iso639-1/qu	qu	Quechua	quechua
http://id.loc.gov/vocabulary/iso639-1/rm	rm	Romansh	romanche
http://id.loc.gov/vocabulary/iso639-1/rn	rn	Rundi	rundi
http://id.loc.gov/vocabulary/iso639-1/ro	ro	Romanian |  Moldavian |  Moldovan	roumain |  moldave
http://id.loc.gov/vocabulary/iso639-1/ru	ru	Russian	russe
http://id.loc.gov/vocabulary/iso639-1/rw	rw	Kinyarwanda	rwanda
http://id.loc.gov/vocabulary/iso639-1/sa	sa	Sanskrit	sanskrit
http://id.loc.gov/vocabulary/iso639-1/sc	sc	Sardinian	sarde
http://id.loc.gov/vocabulary/iso639-1/sd	sd	Sindhi	sindhi
http://id.loc.gov/vocabulary/iso639-1/se	se	Northern Sami	sami du Nord
http://id.loc.gov/vocabulary/iso639-1/sg	sg	Sango	sango
http://id.loc.gov/vocabulary/iso639-1/si	si	Sinhala |  Sinhalese	singhalais
http://id.loc.gov/vocabulary/iso639-1/sk	sk	Slovak	slovaque
http://id.loc.gov/vocabulary/iso639-1/sl	sl	Slovenian	slovène
http://id.loc.gov/vocabulary/iso639-1/sm	sm	Samoan	samoan
http://id.loc.gov/vocabulary/iso639-1/sn	sn	Shona	shona
http://id.loc.gov/vocabulary/iso639-1/so	so	Somali	somali
http://id.loc.gov/vocabulary/iso639-1/sq	sq	Albanian	albanais
http://id.loc.gov/vocabulary/iso639-1/sr	sr	Serbian	serbe
http://id.loc.gov/vocabulary/iso639-1/ss	ss	Swati	swati
http://id.loc.gov/vocabulary/iso639-1/st	st	Sotho, Southern	sotho du Sud
http://id.loc.gov/vocabulary/iso639-1/su	su	Sundanese	soundanais
http://id.loc.gov/vocabulary/iso639-1/sv	sv	Swedish	suédois
http://id.loc.gov/vocabulary/iso639-1/sw	sw	Swahili	swahili
http://id.loc.gov/vocabulary/iso639-1/ta	ta	Tamil	tamoul
http://id.loc.gov/vocabulary/iso639-1/te	te	Telugu	télougou
http://id.loc.gov/vocabulary/iso639-1/tg	tg	Tajik	tadjik
http://id.loc.gov/vocabulary/iso639-1/th	th	Thai	thaï
http://id.loc.gov/vocabulary/iso639-1/ti	ti	Tigrinya	tigrigna
http://id.loc.gov/vocabulary/iso639-1/tk	tk	Turkmen	turkmène
http://id.loc.gov/vocabulary/iso639-1/tl	tl	Tagalog	tagalog
http://id.loc.gov/vocabulary/iso639-1/tn	tn	Tswana	tswana
http://id.loc.gov/vocabulary/iso639-1/to	to	Tonga (Tonga Islands)	tongan (Îles Tonga)
http://id.loc.gov/vocabulary/iso639-1/tr	tr	Turkish	turc
http://id.loc.gov/vocabulary/iso639-1/ts	ts	Tsonga	tsonga
http://id.loc.gov/vocabulary/iso639-1/tt	tt	Tatar	tatar
http://id.loc.gov/vocabulary/iso639-1/tw	tw	Twi	twi
http://id.loc.gov/vocabulary/iso639-1/ty	ty	Tahitian	tahitien
http://id.loc.gov/vocabulary/iso639-1/ug	ug	Uighur |  Uyghur	ouïgour
http://id.loc.gov/vocabulary/iso639-1/uk	uk	Ukrainian	ukrainien
http://id.loc.gov/vocabulary/iso639-1/ur	ur	Urdu	ourdou
http://id.loc.gov/vocabulary/iso639-1/uz	uz	Uzbek	ouszbek
http://id.loc.gov/vocabulary/iso639-1/ve	ve	Venda	venda
http://id.loc.gov/vocabulary/iso639-1/vi	vi	Vietnamese	vietnamien
http://id.loc.gov/vocabulary/iso639-1/vo	vo	Volapük	volapük
http://id.loc.gov/vocabulary/iso639-1/wa	wa	Walloon	wallon
http://id.loc.gov/vocabulary/iso639-1/wo	wo	Wolof	wolof
http://id.loc.gov/vocabulary/iso639-1/xh	xh	Xhosa	xhosa
http://id.loc.gov/vocabulary/iso639-1/yi	yi	Yiddish	yiddish
http://id.loc.gov/vocabulary/iso639-1/yo	yo	Yoruba	yoruba
http://id.loc.gov/vocabulary/iso639-1/za	za	Zhuang |  Chuang	zhuang |  chuang
http://id.loc.gov/vocabulary/iso639-1/zh	zh	Chinese	chinois
http://id.loc.gov/vocabulary/iso639-1/zu	zu	Zulu	zoulou